open,low,high,close,change_value,change_percent,date_gregorian,date_jalali
"119,300","119,100","119,300","119,300",2200,1.88%,2019/02/12,1397/11/23
"117,100","117,000","117,100","117,100",650,0.56%,2019/02/10,1397/11/21
"116,450","116,450","116,450","116,450",-,-,2019/02/07,1397/11/18
"116,500","116,450","116,600","116,450",2050,1.76%,2019/02/06,1397/11/17
"118,500","118,200","118,600","118,500",1000,0.85%,2019/02/05,1397/11/16
"118,500","117,300","118,600","117,500",1000,0.86%,2019/02/04,1397/11/15
"114,500","114,400","116,550","116,500",6500,5.91%,2019/02/03,1397/11/14
"110,000","109,700","110,000","110,000",8500,7.73%,2019/02/02,1397/11/13
"118,500","118,500","118,500","118,500",-,-,2019/01/31,1397/11/11
"119,000","118,350","119,000","118,500",950,0.8%,2019/01/30,1397/11/10
"119,500","119,300","119,600","119,450",1150,0.97%,2019/01/29,1397/11/09
"118,900","117,900","118,900","118,300",300,0.25%,2019/01/28,1397/11/08
"118,500","117,800","118,500","118,000",100,0.08%,2019/01/27,1397/11/07
"117,900","117,750","117,950","117,900",2900,2.52%,2019/01/26,1397/11/06
"115,000","115,000","115,000","115,000",-,-,2019/01/24,1397/11/04
"115,100","115,000","115,100","115,000",400,0.35%,2019/01/23,1397/11/03
"115,400","115,200","115,450","115,400",1100,0.95%,2019/01/22,1397/11/02
"116,500","116,250","116,500","116,500",200,0.17%,2019/01/21,1397/11/01
"116,500","116,300","116,500","116,300",1800,1.57%,2019/01/20,1397/10/30
"114,400","114,300","114,500","114,500",1400,1.22%,2019/01/19,1397/10/29
"115,900","115,900","115,900","115,900",-,-,2019/01/17,1397/10/27
"115,900","115,900","115,900","115,900",1400,1.22%,2019/01/16,1397/10/26
"114,500","114,350","114,600","114,500",2000,1.78%,2019/01/15,1397/10/25
"112,500","112,300","112,650","112,500",2600,2.37%,2019/01/14,1397/10/24
"108,950","109,750","108,000","109,900",4100,3.73%,2019/01/13,1397/10/23
"116,000","114,000","118,000","114,000",5100,4.68%,2019/01/12,1397/10/22
"108,900","108,900","108,900","108,900",-,-,2019/01/10,1397/10/20
"108,900","108,850","108,900","108,900",100,0.09%,2019/01/09,1397/10/19
"108,800","108,600","109,050","108,800",200,0.18%,2019/01/08,1397/10/18
"109,000","108,700","109,000","109,000",2000,1.87%,2019/01/07,1397/10/17
"107,000","106,900","107,100","107,000",1500,1.42%,2019/01/06,1397/10/16
"105,450","104,900","105,600","105,500",500,0.47%,2019/01/05,1397/10/15
"106,000","106,000","106,000","106,000",-,-,2019/01/03,1397/10/13
"106,000","105,800","106,000","106,000",1500,1.44%,2019/01/02,1397/10/12
"104,900","104,200","105,000","104,500",500,0.48%,2019/01/01,1397/10/11
"107,000","105,000","107,000","105,000",3000,2.86%,2018/12/31,1397/10/10
"108,000","107,900","108,000","108,000",1000,0.93%,2018/12/30,1397/10/09
"106,000","105,500","108,000","107,000",500,0.47%,2018/12/29,1397/10/08
"107,500","107,500","107,500","107,500",-,-,2018/12/27,1397/10/06
"111,900","107,500","111,900","107,500",4500,4.19%,2018/12/26,1397/10/05
"109,000","109,000","118,000","112,000",7000,6.67%,2018/12/25,1397/10/04
"103,950","103,950","105,000","105,000",4000,3.96%,2018/12/24,1397/10/03
"101,000","101,000","101,000","101,000",30,0.03%,2018/12/23,1397/10/02
"100,020","98,420","102,780","100,970",1270,1.27%,2018/12/21,1397/09/30
"99,700","99,700","99,700","99,700",-,-,2018/12/20,1397/09/29
"99,800","99,700","99,890","99,700",200,0.2%,2018/12/19,1397/09/28
"101,000","99,900","101,000","99,900",500,0.5%,2018/12/18,1397/09/27
"99,400","99,400","99,400","99,400",-,-,2018/12/17,1397/09/26
"99,900","99,400","99,900","99,400",100,0.1%,2018/12/16,1397/09/25
"99,900","97,050","99,950","99,500",1800,1.81%,2018/12/15,1397/09/24
"101,300","101,300","101,300","101,300",-,-,2018/12/13,1397/09/22
"97,900","97,900","101,500","101,300",4200,4.33%,2018/12/12,1397/09/21
"108,230","86,900","109,940","97,100",11090,11.42%,2018/12/11,1397/09/20
"107,840","107,640","108,230","108,190",290,0.27%,2018/12/10,1397/09/19
"112,500","107,360","112,540","107,900",4510,4.18%,2018/12/09,1397/09/18
"114,870","112,110","114,870","112,410",1008,0.9%,2018/12/08,1397/09/17
"113,377","111,642","114,189","113,418",388,0.34%,2018/12/05,1397/09/14
"113,900","112,690","114,010","113,520",150,0.13%,2018/12/04,1397/09/13
"114,030","111,710","114,800","113,670",630,0.55%,2018/12/03,1397/09/12
"120,240","113,660","120,290","114,300",6800,5.95%,2018/12/02,1397/09/11
"113,570","113,570","121,100","121,100",8650,7.69%,2018/12/01,1397/09/10
"112,450","112,450","112,450","112,450",-,-,2018/11/29,1397/09/08
"112,680","112,450","112,680","112,450",8700,7.74%,2018/11/28,1397/09/07
"121,150","121,150","121,150","121,150",1880,1.55%,2018/11/27,1397/09/06
"123,030","123,030","123,030","123,030",4220,3.43%,2018/11/26,1397/09/05
"127,250","127,250","127,250","127,250",460,0.36%,2018/11/24,1397/09/03
"127,710","127,710","127,710","127,710",-,-,2018/11/22,1397/09/01
"127,710","127,710","127,710","127,710",200,0.16%,2018/11/21,1397/08/30
"127,910","127,910","127,910","127,910",490,0.38%,2018/11/20,1397/08/29
"128,400","128,400","128,400","128,400",1180,0.93%,2018/11/19,1397/08/28
"127,220","127,220","127,220","127,220",6350,5.25%,2018/11/18,1397/08/27
"120,870","120,870","120,870","120,870",2470,2.09%,2018/11/17,1397/08/26
"118,400","118,400","118,400","118,400",-,-,2018/11/15,1397/08/24
"119,000","118,400","119,000","118,400",800,0.68%,2018/11/14,1397/08/23
"119,000","117,100","120,400","119,200",700,0.59%,2018/11/12,1397/08/21
"120,600","117,500","122,500","119,900",700,0.58%,2018/11/11,1397/08/20
"119,900","117,900","123,000","120,600",2000,1.69%,2018/11/10,1397/08/19
"120,100","117,200","122,200","118,600",1700,1.43%,2018/11/09,1397/08/18
"119,700","118,600","121,000","120,300",200,0.17%,2018/11/05,1397/08/14
"120,500","119,100","121,200","120,500",200,0.17%,2018/11/04,1397/08/13
"119,500","117,300","122,200","120,300",1100,0.92%,2018/11/03,1397/08/12
"119,600","116,800","121,200","119,200",400,0.34%,2018/11/02,1397/08/11
"120,500","117,800","121,500","119,600",900,0.75%,2018/10/31,1397/08/09
"119,300","118,200","121,500","120,500",2100,1.77%,2018/10/30,1397/08/08
"119,800","117,700","120,500","118,400",2200,1.86%,2018/10/28,1397/08/06
"120,300","118,800","122,500","120,600",2200,1.86%,2018/10/27,1397/08/05
"120,800","117,200","122,000","118,400",400,0.34%,2018/10/26,1397/08/04
"120,800","117,800","121,400","118,800",2200,1.85%,2018/10/24,1397/08/02
"141,395","138,990","142,400","140,390",1550,1.1%,2018/10/23,1397/08/01
"143,110","140,330","144,280","141,940",2210,1.56%,2018/10/22,1397/07/30
"144,745","142,860","145,340","144,150",9850,7.33%,2018/10/21,1397/07/29
"128,200","126,300","136,600","134,300",300,0.22%,2018/10/19,1397/07/27
"136,800","132,200","139,000","134,000",12200,10.02%,2018/10/17,1397/07/25
"123,900","119,600","124,900","121,800",13700,11.25%,2018/10/16,1397/07/24
"144,200","134,000","145,200","135,500",10400,8.31%,2018/10/15,1397/07/23
"133,600","124,100","135,800","125,100",5900,4.72%,2018/10/14,1397/07/22
"137,500","130,200","138,400","131,000",11700,8.93%,2018/10/13,1397/07/21
"133,800","131,600","144,800","142,700",20800,17.06%,2018/10/12,1397/07/20
"133,200","120,100","134,800","121,900",1800,1.48%,2018/10/10,1397/07/18
"122,300","121,100","126,200","123,700",2300,1.89%,2018/10/09,1397/07/17
"140,300","119,200","141,500","121,400",20000,16.47%,2018/10/08,1397/07/16
"144,000","139,200","145,400","141,400",10300,7.86%,2018/10/07,1397/07/15
"141,800","128,800","142,800","131,100",2300,1.79%,2018/10/06,1397/07/14
"141,800","127,700","144,300","128,800",2000,1.58%,2018/10/05,1397/07/13
"122,700","121,400","127,900","126,800",5400,4.26%,2018/10/03,1397/07/11
"136,700","131,000","137,700","132,200",11200,9.26%,2018/10/02,1397/07/10
"147,928","144,445","148,904","145,288",6482,4.46%,2018/10/01,1397/07/09
"162,055","146,490","172,340","151,770",18450,12.16%,2018/09/30,1397/07/08
"172,290","168,680","174,360","170,220",5170,3.04%,2018/09/29,1397/07/07
"175,390","175,390","175,390","175,390",-,-,2018/09/27,1397/07/05
"181,035","169,000","186,680","175,390",11290,6.44%,2018/09/26,1397/07/04
"190,110","168,290","193,540","186,680",16690,9.82%,2018/09/25,1397/07/03
"170,640","155,830","171,290","169,990",9990,6.24%,2018/09/24,1397/07/02
"160,975","149,330","161,950","160,000",10660,7.14%,2018/09/23,1397/07/01
"151,205","141,280","153,070","149,340",3460,2.37%,2018/09/22,1397/06/31
"145,880","145,120","145,880","145,880",-,-,2018/09/18,1397/06/27
"145,880","142,900","145,880","145,880",2230,1.55%,2018/09/17,1397/06/26
"143,655","140,390","143,660","143,650",950,0.67%,2018/09/16,1397/06/25
"145,145","139,070","147,590","142,700",5050,3.67%,2018/09/15,1397/06/24
"137,650","137,650","137,650","137,650",50,0.04%,2018/09/13,1397/06/22
"137,210","136,750","138,940","137,600",440,0.32%,2018/09/12,1397/06/21
"135,370","134,170","138,980","137,160",1830,1.35%,2018/09/11,1397/06/20
"138,190","135,190","146,060","135,330",2830,2.09%,2018/09/10,1397/06/19
"129,940","129,550","138,980","138,160",8530,6.58%,2018/09/09,1397/06/18
"128,710","120,970","130,320","129,630",5141,3.97%,2018/09/08,1397/06/17
"136,265","132,183","137,382","134,771",339,0.25%,2018/09/05,1397/06/14
"137,140","136,400","150,670","136,890",8940,6.99%,2018/09/04,1397/06/13
"119,790","119,370","135,880","127,950",3377,2.71%,2018/09/03,1397/06/12
"117,297","115,971","125,557","124,573",4803,4.01%,2018/09/01,1397/06/10
"109,430","109,270","111,050","110,350",240,0.22%,2018/08/29,1397/06/07
"110,620","106,020","110,680","110,110",500,0.45%,2018/08/28,1397/06/06
"107,140","104,770","110,700","110,610",3460,3.23%,2018/08/27,1397/06/05
"105,310","105,270","108,140","107,150",1720,1.63%,2018/08/26,1397/06/04
"105,020","104,390","106,440","105,430",2640,2.57%,2018/08/25,1397/06/03
"105,080","102,370","105,280","102,790",2670,2.6%,2018/08/23,1397/06/01
"105,830","105,230","106,070","105,460",380,0.36%,2018/08/21,1397/05/30
"104,150","103,600","107,110","105,840",1700,1.63%,2018/08/20,1397/05/29
"103,160","102,880","105,600","104,140",1090,1.06%,2018/08/19,1397/05/28
"102,980","101,960","105,280","103,050",4070,3.95%,2018/08/18,1397/05/27
"107,120","106,610","109,980","107,120",30,0.03%,2018/08/16,1397/05/25
"105,040","103,360","107,150","107,090",2060,1.96%,2018/08/15,1397/05/24
"105,540","103,070","107,970","105,030",520,0.5%,2018/08/14,1397/05/23
"106,260","105,150","110,300","105,550",710,0.67%,2018/08/13,1397/05/22
"100,880","99,470","106,590","106,260",5410,5.36%,2018/08/12,1397/05/21
"103,970","97,470","105,910","100,850",8580,8.51%,2018/08/11,1397/05/20
"103,350","103,170","109,670","109,430",6070,5.87%,2018/08/09,1397/05/18
"102,520","91,740","111,550","103,360",820,0.8%,2018/08/08,1397/05/17
"89,780","89,250","107,860","102,540",12780,14.24%,2018/08/07,1397/05/16
"95,970","82,310","98,050","89,760",6200,6.91%,2018/08/06,1397/05/15
"98,150","92,450","99,290","95,960",2210,2.3%,2018/08/05,1397/05/14
"98,100","98,170","101,660","98,170",7600,7.74%,2018/08/04,1397/05/13
"112,970","102,100","113,370","105,770",7190,6.8%,2018/08/02,1397/05/11
"105,990","95,600","113,120","112,960",6980,6.59%,2018/08/01,1397/05/10
"105,390","101,010","111,930","105,980",570,0.54%,2018/07/31,1397/05/09
"114,710","95,090","114,890","105,410",9290,8.81%,2018/07/30,1397/05/08
"116,550","107,810","117,610","114,700",4332,3.93%,2018/07/29,1397/05/07
"106,401","104,198","112,089","110,368",15808,16.72%,2018/07/28,1397/05/06
"93,170","93,060","95,530","94,560",1400,1.5%,2018/07/26,1397/05/04
"91,560","91,340","95,290","93,160",1610,1.76%,2018/07/25,1397/05/03
"94,070","91,450","94,600","91,550",2510,2.74%,2018/07/24,1397/05/02
"93,710","91,130","95,750","94,060",360,0.38%,2018/07/23,1397/05/01
"88,990","88,730","95,340","93,700",4730,5.32%,2018/07/22,1397/04/31
"86,250","85,990","90,460","88,970",7480,9.18%,2018/07/21,1397/04/30
"81,980","81,240","82,740","81,490",470,0.58%,2018/07/19,1397/04/28
"81,360","80,770","84,620","81,960",620,0.76%,2018/07/18,1397/04/27
"81,940","80,450","83,640","81,340",610,0.75%,2018/07/17,1397/04/26
"79,170","77,650","81,990","81,950",2760,3.49%,2018/07/16,1397/04/25
"80,780","78,790","81,320","79,190",1550,1.96%,2018/07/15,1397/04/24
"80,300","80,300","83,120","80,740",2520,3.22%,2018/07/14,1397/04/23
"78,170","77,740","78,620","78,220",320,0.41%,2018/07/12,1397/04/21
"77,860","76,000","78,300","77,900",18,0.02%,2018/07/11,1397/04/20
"77,941","76,526","78,400","77,882",1578,2.03%,2018/07/09,1397/04/18
"79,820","78,630","79,860","79,460",400,0.5%,2018/07/08,1397/04/17
"79,800","78,610","80,870","79,860",510,0.64%,2018/07/07,1397/04/16
"78,460","78,340","81,690","80,370",1900,2.42%,2018/07/05,1397/04/14
"80,150","76,250","80,360","78,470",1670,2.13%,2018/07/04,1397/04/13
"81,640","78,850","82,160","80,140",1460,1.82%,2018/07/03,1397/04/12
"83,330","81,390","83,610","81,600",1710,2.1%,2018/07/02,1397/04/11
"83,650","82,170","85,420","83,310",270,0.32%,2018/07/01,1397/04/10
"79,980","79,870","83,670","83,580",1300,1.58%,2018/06/30,1397/04/09
"82,270","81,940","83,310","82,280",-,-,2018/06/28,1397/04/07
"79,710","79,630","84,510","82,280",2540,3.19%,2018/06/27,1397/04/06
"78,920","77,900","80,290","79,740",830,1.05%,2018/06/26,1397/04/05
"81,530","78,330","83,640","78,910",2640,3.35%,2018/06/25,1397/04/04
"87,000","78,760","89,430","81,550",5500,6.74%,2018/06/24,1397/04/03
"81,000","79,620","90,960","87,050",12139,16.2%,2018/06/23,1397/04/02
"74,693","73,146","75,570","74,911",1,-,2018/06/20,1397/03/30
"72,290","72,260","74,030","74,000",1730,2.39%,2018/06/19,1397/03/29
"70,550","70,250","72,720","72,270",1730,2.45%,2018/06/18,1397/03/28
"70,430","69,300","72,760","70,540",1870,2.72%,2018/06/17,1397/03/27
"67,680","67,630","68,880","68,670",980,1.45%,2018/06/14,1397/03/24
"70,070","66,600","70,160","67,690",2390,3.53%,2018/06/13,1397/03/23
"70,340","69,780","71,860","70,080",270,0.39%,2018/06/12,1397/03/22
"67,800","67,790","70,910","70,350",2540,3.75%,2018/06/11,1397/03/21
"65,740","65,500","68,660","67,810",2050,3.12%,2018/06/10,1397/03/20
"67,570","65,760","68,880","65,760",1370,2.13%,2018/06/09,1397/03/19
"65,040","64,390","65,220","64,390",140,0.22%,2018/06/07,1397/03/17
"64,400","64,090","64,530","64,250",140,0.22%,2018/06/03,1397/03/13
"64,470","63,610","64,950","64,390",630,0.98%,2018/06/02,1397/03/12
"64,630","64,620","65,150","65,020",380,0.59%,2018/05/31,1397/03/10
"64,370","64,000","64,900","64,640",260,0.4%,2018/05/30,1397/03/09
"62,930","62,890","65,740","64,380",1460,2.32%,2018/05/29,1397/03/08
"63,540","58,650","64,150","62,920",610,0.97%,2018/05/28,1397/03/07
"63,700","62,740","64,480","63,530",100,0.16%,2018/05/27,1397/03/06
"64,020","63,300","64,440","63,630",40,0.06%,2018/05/26,1397/03/05
"63,450","63,360","63,670","63,670",230,0.36%,2018/05/24,1397/03/03
"63,630","62,430","64,250","63,440",200,0.32%,2018/05/23,1397/03/02
"63,860","63,310","63,990","63,640",230,0.36%,2018/05/22,1397/03/01
"63,320","62,410","64,410","63,870",540,0.85%,2018/05/21,1397/02/31
"62,130","62,060","64,050","63,330",1320,2.13%,2018/05/20,1397/02/30
"61,250","60,650","62,250","62,010",630,1.02%,2018/05/19,1397/02/29
"62,750","62,600","62,980","62,640",100,0.16%,2018/05/17,1397/02/27
"61,530","61,380","63,650","62,740",1220,1.98%,2018/05/16,1397/02/26
"64,150","60,940","65,280","61,520",2620,4.26%,2018/05/15,1397/02/25
"63,310","62,050","64,290","64,140",840,1.33%,2018/05/14,1397/02/24
"64,540","61,130","64,560","63,300",1250,1.97%,2018/05/13,1397/02/23
"65,410","63,990","66,300","64,550",2350,3.64%,2018/05/12,1397/02/22
"66,520","66,300","66,990","66,900",370,0.56%,2018/05/10,1397/02/20
"65,720","64,660","68,090","66,530",820,1.25%,2018/05/09,1397/02/19
"63,890","63,650","66,840","65,710",1810,2.83%,2018/05/08,1397/02/18
"59,220","59,080","64,420","63,900",4670,7.88%,2018/05/07,1397/02/17
"63,510","59,060","63,650","59,230",4270,7.21%,2018/05/06,1397/02/16
"63,810","62,180","65,600","63,500",2340,3.83%,2018/05/05,1397/02/15
"61,190","61,090","61,420","61,160",1520,2.55%,2018/05/03,1397/02/13
"59,640","59,310","59,740","59,640",10,0.02%,2018/05/01,1397/02/11
"57,020","57,020","60,390","59,650",2620,4.59%,2018/04/30,1397/02/10
"58,520","56,610","59,610","57,030",1510,2.65%,2018/04/29,1397/02/09
"57,110","56,950","58,540","58,540",2306,4.1%,2018/04/28,1397/02/08
"56,306","55,491","56,767","56,234",116,0.21%,2018/04/25,1397/02/05
"54,180","54,150","54,230","54,230",270,0.5%,2018/04/24,1397/02/04
"54,830","54,450","55,240","54,500",790,1.45%,2018/04/23,1397/02/03
"55,880","54,880","56,010","55,290",580,1.05%,2018/04/22,1397/02/02
"56,170","55,870","56,330","55,870",3941,7.59%,2018/04/21,1397/02/01
"55,601","51,160","56,357","51,929",3149,6.46%,2018/04/19,1397/01/30
"54,990","47,930","55,410","48,780",4680,10.61%,2018/04/18,1397/01/29
"52,600","43,300","52,900","44,100",8600,19.5%,2018/04/17,1397/01/28
"53,100","51,600","54,100","52,700",3500,7.11%,2018/04/15,1397/01/26
"45,500","44,700","49,600","49,200",2600,5.58%,2018/04/14,1397/01/25
"45,500","45,000","47,000","46,600",7020,15.06%,2018/04/11,1397/01/22
"47,660","47,350","55,840","55,030",3170,5.76%,2018/04/10,1397/01/21
"58,200","58,200","58,200","58,200",450,0.77%,2018/04/09,1397/01/20
"56,450","56,450","60,480","58,650",2050,3.62%,2018/04/08,1397/01/19
"52,450","52,080","57,050","56,600",5660,11.11%,2018/04/07,1397/01/18
"50,940","50,940","50,940","50,940",-,-,2018/04/05,1397/01/16
"50,430","50,400","50,940","50,940",380,0.75%,2018/04/04,1397/01/15
"50,550","50,050","50,560","50,560",460,0.91%,2018/04/03,1397/01/14
"51,020","51,020","51,020","51,020",570,1.13%,2018/03/29,1397/01/09
"50,570","50,410","51,400","50,450",10,0.02%,2018/03/28,1397/01/08
"50,440","50,340","50,700","50,460",30,0.06%,2018/03/27,1397/01/07
"51,010","49,600","51,400","50,490",540,1.07%,2018/03/26,1397/01/06
"49,710","49,710","51,180","51,030",2040,4.16%,2018/03/25,1397/01/05
"48,750","48,750","49,130","48,990",420,0.86%,2018/03/19,1396/12/28
"48,280","48,280","48,750","48,570",380,0.79%,2018/03/18,1396/12/27
"48,290","48,190","48,290","48,190",460,0.95%,2018/03/17,1396/12/26
"48,650","48,650","48,650","48,650",160,0.33%,2018/03/15,1396/12/24
"48,550","48,370","48,560","48,490",20,0.04%,2018/03/14,1396/12/23
"48,210","48,060","48,510","48,510",350,0.73%,2018/03/13,1396/12/22
"48,270","47,820","48,420","48,160",100,0.21%,2018/03/12,1396/12/21
"48,080","47,230","48,500","48,260",230,0.48%,2018/03/11,1396/12/20
"47,920","47,850","48,030","48,030",140,0.29%,2018/03/10,1396/12/19
"47,890","47,890","47,890","47,890",30,0.06%,2018/03/08,1396/12/17
"47,890","47,850","47,900","47,860",20,0.04%,2018/03/07,1396/12/16
"47,950","47,840","47,960","47,880",130,0.27%,2018/03/06,1396/12/15
"47,740","47,730","47,800","47,750",60,0.13%,2018/03/05,1396/12/14
"47,730","47,630","47,790","47,690",10,0.02%,2018/03/04,1396/12/13
"47,110","47,080","47,700","47,700",3010,6.74%,2018/03/03,1396/12/12
"44,690","44,690","44,690","44,690",10,0.02%,2018/03/01,1396/12/10
"44,700","44,690","44,700","44,700",10,0.02%,2018/02/28,1396/12/09
"44,710","44,710","44,710","44,710",10,0.02%,2018/02/27,1396/12/08
"44,760","44,720","44,760","44,720",60,0.13%,2018/02/26,1396/12/07
"44,780","44,760","44,780","44,780",20,0.04%,2018/02/25,1396/12/06
"44,790","44,750","44,800","44,760",151,0.34%,2018/02/24,1396/12/05
"45,092","44,376","45,741","44,911",19,0.04%,2018/02/21,1396/12/02
"45,920","45,750","46,090","45,750",-,-,2018/02/19,1396/11/30
"46,060","45,670","46,060","45,750",340,0.74%,2018/02/18,1396/11/29
"46,970","46,090","46,970","46,090",1090,2.36%,2018/02/17,1396/11/28
"47,452","46,491","48,239","47,180",200,0.42%,2018/02/14,1396/11/25
"48,750","48,160","48,750","48,170",600,1.25%,2018/02/13,1396/11/24
"48,720","48,450","49,120","48,770",1500,3.17%,2018/02/12,1396/11/23
"47,260","47,250","47,350","47,270",370,0.79%,2018/02/10,1396/11/21
"46,150","45,520","47,870","46,900",200,0.43%,2018/02/07,1396/11/18
"46,930","45,410","47,800","45,450",1450,3.19%,2018/02/06,1396/11/17
"46,660","46,110","47,020","46,900",140,0.3%,2018/02/05,1396/11/16
"47,490","46,730","47,590","46,760",680,1.45%,2018/02/04,1396/11/15
"47,090","46,890","47,790","47,440",672,1.44%,2018/02/03,1396/11/14
"46,510","45,621","47,460","46,768",298,0.64%,2018/01/31,1396/11/11
"45,880","45,620","46,450","46,450",780,1.71%,2018/01/30,1396/11/10
"45,450","45,420","45,830","45,670",170,0.37%,2018/01/29,1396/11/09
"45,700","45,490","46,080","45,500",180,0.4%,2018/01/28,1396/11/08
"45,230","45,230","45,690","45,680",350,0.77%,2018/01/27,1396/11/07
"45,495","45,330","45,660","45,330",-,-,2018/01/25,1396/11/05
"45,630","45,330","45,650","45,330",330,0.73%,2018/01/24,1396/11/04
"45,610","45,530","46,010","45,660",140,0.31%,2018/01/23,1396/11/03
"45,780","45,550","46,460","45,800",10,0.02%,2018/01/22,1396/11/02
"46,230","45,600","46,980","45,790",180,0.39%,2018/01/21,1396/11/01
"45,530","45,420","46,420","45,970",1353,3.03%,2018/01/20,1396/10/30
"44,605","43,681","45,156","44,617",37,0.08%,2018/01/17,1396/10/27
"44,370","44,100","44,590","44,480",190,0.43%,2018/01/16,1396/10/26
"44,280","44,200","44,480","44,290",80,0.18%,2018/01/15,1396/10/25
"44,170","43,920","44,230","44,210",50,0.11%,2018/01/14,1396/10/24
"44,110","44,090","44,520","44,260",144,0.33%,2018/01/13,1396/10/23
"43,842","43,447","44,645","44,116",34,0.08%,2018/01/10,1396/10/20
"43,690","43,690","44,020","44,010",350,0.8%,2018/01/09,1396/10/19
"43,650","43,490","43,970","43,660",290,0.66%,2018/01/08,1396/10/18
"43,680","43,680","44,150","43,950",420,0.96%,2018/01/07,1396/10/17
"43,340","43,340","43,580","43,530",247,0.57%,2018/01/06,1396/10/16
"43,344","42,503","44,015","43,283",43,0.1%,2018/01/03,1396/10/13
"43,380","43,000","43,910","43,740",350,0.81%,2018/01/02,1396/10/12
"42,960","42,850","43,460","43,390",510,1.19%,2018/01/01,1396/10/11
"42,990","42,880","43,230","42,880",-,-,2017/12/31,1396/10/10
"42,420","42,420","42,920","42,880",581,1.37%,2017/12/30,1396/10/09
"41,937","41,186","42,815","42,299",269,0.64%,2017/12/27,1396/10/06
"41,800","41,800","42,100","41,890",-,-,2017/12/26,1396/10/05
"41,800","41,750","41,890","41,890",100,0.24%,2017/12/25,1396/10/04
"41,900","41,790","41,950","41,790",150,0.36%,2017/12/24,1396/10/03
"41,950","41,860","41,980","41,940",11,0.03%,2017/12/23,1396/10/02
"41,972","41,702","42,706","41,929",11,0.03%,2017/12/20,1396/09/29
"41,900","41,860","41,970","41,860",110,0.26%,2017/12/19,1396/09/28
"41,800","41,800","41,970","41,970",160,0.38%,2017/12/18,1396/09/27
"41,850","41,780","41,870","41,810",20,0.05%,2017/12/17,1396/09/26
"41,830","41,810","42,000","41,830",273,0.65%,2017/12/16,1396/09/25
"42,090","41,471","42,957","42,103",7,0.02%,2017/12/13,1396/09/22
"42,080","42,080","42,230","42,190",10,0.02%,2017/12/12,1396/09/21
"42,130","42,040","42,220","42,200",90,0.21%,2017/12/11,1396/09/20
"42,140","42,070","42,170","42,110",40,0.1%,2017/12/10,1396/09/19
"42,070","42,060","42,200","42,070",48,0.11%,2017/12/09,1396/09/18
"41,911","41,177","42,429","42,022",43,0.1%,2017/12/06,1396/09/15
"41,974","41,277","42,789","41,979",41,0.1%,2017/12/04,1396/09/13
"41,660","41,660","41,920","41,860",220,0.53%,2017/12/03,1396/09/12
"41,500","41,480","41,680","41,640",96,0.23%,2017/12/02,1396/09/11
"41,417","40,911","42,071","41,544",154,0.37%,2017/11/29,1396/09/08
"41,340","41,250","41,480","41,360",180,0.44%,2017/11/28,1396/09/07
"41,150","41,150","41,180","41,180",-,-,2017/11/26,1396/09/05
"41,220","41,110","41,220","41,180",75,0.18%,2017/11/25,1396/09/04
"41,230","40,702","41,828","41,255",15,0.04%,2017/11/22,1396/09/01
"41,020","41,010","41,250","41,210",280,0.68%,2017/11/21,1396/08/30
"40,920","40,910","40,990","40,930",18,0.04%,2017/11/20,1396/08/29
"40,998","40,391","41,342","40,948",48,0.12%,2017/11/17,1396/08/26
"40,900","40,200","41,400","40,900",100,0.24%,2017/11/15,1396/08/24
"41,100","40,970","41,100","41,010",210,0.51%,2017/11/14,1396/08/23
"41,340","41,120","41,380","41,220",140,0.34%,2017/11/13,1396/08/22
"40,970","40,970","41,360","41,360",370,0.9%,2017/11/12,1396/08/21
"40,850","40,850","40,990","40,990",244,0.6%,2017/11/11,1396/08/20
"40,747","40,362","41,447","40,746",6,0.01%,2017/11/07,1396/08/16
"40,730","40,690","40,770","40,700",20,0.05%,2017/11/06,1396/08/15
"40,700","40,690","40,740","40,720",60,0.15%,2017/11/05,1396/08/14
"40,520","40,510","40,700","40,660",120,0.3%,2017/11/04,1396/08/13
"40,564","40,244","40,998","40,540",-,-,2017/11/01,1396/08/10
"40,550","40,520","40,620","40,580",60,0.15%,2017/10/31,1396/08/09
"40,530","40,520","40,570","40,520",30,0.07%,2017/10/30,1396/08/08
"40,710","40,540","40,720","40,550",140,0.35%,2017/10/29,1396/08/07
"40,670","40,620","40,760","40,690",152,0.37%,2017/10/28,1396/08/06
"40,398","39,783","41,239","40,538",218,0.54%,2017/10/25,1396/08/03
"40,330","40,220","40,330","40,280",20,0.05%,2017/10/24,1396/08/02
"40,200","40,190","40,350","40,300",120,0.3%,2017/10/23,1396/08/01
"40,120","40,110","40,180","40,180",70,0.17%,2017/10/22,1396/07/30
"40,140","40,110","40,160","40,110",48,0.12%,2017/10/21,1396/07/29
"40,215","39,543","40,786","40,158",12,0.03%,2017/10/18,1396/07/26
"40,170","40,170","40,340","40,210",20,0.05%,2017/10/17,1396/07/25
"40,070","40,070","40,190","40,190",110,0.27%,2017/10/16,1396/07/24
"40,060","40,010","40,150","40,080",10,0.02%,2017/10/15,1396/07/23
"39,950","39,930","40,080","40,070",97,0.24%,2017/10/14,1396/07/22
"40,190","39,501","40,989","39,973",197,0.49%,2017/10/11,1396/07/19
"40,220","40,040","40,230","40,160",80,0.2%,2017/10/10,1396/07/18
"40,480","39,830","40,490","40,240",170,0.42%,2017/10/09,1396/07/17
