sub0,sub1,sub2,sub3,sub4,sub5,sub6,sub7,Indicator,Source,Time,Value,Unit,Details
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2010,"1,053.10",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2011,"1,135.62",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2012,"1,113.42",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2013,"1,115.13",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2014,"1,191.11",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2015,"1,185.03",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2016,"1,274.48",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2017,"1,336.57",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2018,"1,319.68",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2019,"1,212.41",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2020,"1,326.32",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2021,"1,405.07",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2022,"1,570.51",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2023,"1,715.46",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2024,"1,822.45",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2025,"1,878.89",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2026,"1,933.93",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2027,"1,998.07",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2028,"2,071.40",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2029,"2,150.36",Billion international $,
GDP,GDP,PPP,,,IMF,,$,GDP PPP  ,IMF,2030,"2,234.49",Billion international $,
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1338,27.51,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1339,29.99,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1340,31.76,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1341,33.72,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1342,35.30,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1343,38.68,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1344,44.43,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1345,48.24,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1346,53.79,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1347,61.27,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1348,69.16,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1349,78.00,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1350,98.12,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1351,123.01,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1352,179.56,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1353,308.92,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1354,346.15,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1355,470.31,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1356,551.93,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1357,533.67,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1358,636.60,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1359,660.78,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1360,792.94,میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1361,"1,045.14",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1362,"1,323.50",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1363,"1,440.49",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1364,"1,525.74",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1365,"1,545.07",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1366,"1,881.67",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1367,"2,140.17",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1368,"2,654.69",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1369,"3,717.72",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1370,"5,244.21",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1371,"6,990.80",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1372,"10,621.04",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1373,"14,093.86",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1374,"19,962.65",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1375,"27,105.09",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1376,"31,572.91",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1377,"35,293.55",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1378,"47,273.53",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1379,"62,409.02",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1380,"73,119.13",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1381,"101,417.19",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1382,"124,396.95",میلیارد تومان,Base Year 1383
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1383,"163,102.00",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1384,"206,075.70",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1385,"248,686.20",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1386,"326,307.70",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1387,"389,389.40",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1388,"407,317.90",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1389,"499,040.40",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1390,"636,436.90",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1391,"728,399.10",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1392,"984,261.90",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1393,"1,126,008.90",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1394,"1,112,903.30",میلیارد تومان,Base Year 1390
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1395,"1,454,355.50",میلیارد تومان,Base Year 1400
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1396,"1,690,753.96",میلیارد تومان,Base Year 1400
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1397,"2,163,186.87",میلیارد تومان,Base Year 1400
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1398,"2,767,094.71",میلیارد تومان,Base Year 1400
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1399,"4,270,838.24",میلیارد تومان,Base Year 1400
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1400,"6,923,830.08",میلیارد تومان,Base Year 1400
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1401,"10,876,798.59",میلیارد تومان,Base Year 1400
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1402,"15,713,477.20",میلیارد تومان,Base Year 1400
GDP,GDP,nominal,current price,,Iran CBI,,ریالی,GDP nominal current price ,Iran CBI,1403,"20,803,126.52",میلیارد تومان,Base Year 1400
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1960,31.81,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1961,33.53,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1962,35.55,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1963,37.33,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1964,40.75,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1965,46.94,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1966,51.43,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1967,57.23,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1968,65.32,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1969,73.80,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1970,83.15,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1971,104.02,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1972,129.94,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1973,186.54,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1974,312.49,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1975,352.94,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1976,480.03,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1977,568.87,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1978,549.66,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1979,637.04,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1980,675.40,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1981,804.27,میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1982,"1,063.66",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1983,"1,363.94",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1984,"1,491.36",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1985,"1,580.81",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1986,"1,600.62",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1987,"1,941.94",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1988,"2,190.06",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1989,"2,723.22",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1990,"3,798.65",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1991,"5,378.54",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1992,"7,186.12",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1993,"10,613.31",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1994,"13,973.16",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1995,"19,737.02",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1996,"27,042.72",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1997,"31,663.83",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1998,"35,354.78",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,1999,"47,497.57",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2000,"62,807.01",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2001,"73,830.74",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2002,"102,361.00",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2003,"125,813.00",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2004,"163,703.00",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2005,"202,991.00",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2006,"244,221.00",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2007,"324,730.00",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2008,"388,772.00",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2009,"410,747.00",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2010,"503,581.00",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2011,"689,600.00",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2012,"789,568.00",میلیارد تومان,Base Year 2015
GDP,GDP,nominal,current price,,World Bank,,ریالی,GDP nominal current price ,World Bank,2013,"1,063,500.00",میلیارد تومان,Base Year 2015
